epoch,mean_loss,min_loss,max_loss,elapsed_seconds
1,0.05168350728821348,0.02891496568918228,0.09759239852428436,44.421616554260254
2,0.029887964991344648,0.018759027123451233,0.04918622225522995,42.563002586364746
3,0.02484093632930043,0.016931716352701187,0.03256373479962349,42.4736692905426
