segment_id,frame_number,source_frame_index,mse,mae,psnr
SEG_4483447009_00001,3,257,0.024773912504315376,0.1255539506673813,16.060054005658298
SEG_4483447009_00001,4,282,0.016898242756724358,0.10364475101232529,17.721584551932523
SEG_4483447009_00001,5,308,0.022369645535945892,0.11861708015203476,16.50340897575359
SEG_4483447009_00001,6,334,0.024735821411013603,0.12167951464653015,16.066736632926272
SEG_4483447009_00001,7,360,0.024812763556838036,0.12163981050252914,16.05324862868224
SEG_5586394125_00000,0,0,0.0268538985401392,0.12640689313411713,15.709926562748823
SEG_5586394125_00000,1,25,0.02423369698226452,0.11595902591943741,16.155803268232432
SEG_5586394125_00000,2,51,0.024657702073454857,0.11703475564718246,16.080473990833198
SEG_5586394125_00000,3,77,0.025411976501345634,0.1188756600022316,15.949615549321104
SEG_5586394125_00000,4,102,0.024008197709918022,0.1153760477900505,16.196404411098257
SEG_5586394125_00000,5,128,0.026701612398028374,0.12641657888889313,15.734625126270657
SEG_5586394125_00000,6,154,0.024206748232245445,0.11598492413759232,16.160635467681914
SEG_5586394125_00000,7,180,0.021380094811320305,0.11084038019180298,16.699903732178893
SEG_5766018720_00003,0,539,0.025699399411678314,0.1225084662437439,15.900770258999026
SEG_5766018720_00003,1,564,0.02992720901966095,0.1334119588136673,15.239337831223388
SEG_5766018720_00003,2,590,0.027185039594769478,0.12325391173362732,15.65670030115742
SEG_5766018720_00003,3,616,0.03008711338043213,0.13323695957660675,15.216194773674733
SEG_5766018720_00003,4,641,0.0297390129417181,0.1316293627023697,15.266734501072408
SEG_5766018720_00003,5,667,0.03414655104279518,0.13402493298053741,14.666531554883147
SEG_5766018720_00003,6,693,0.027961142361164093,0.12462079524993896,15.534450893278162
SEG_5766018720_00003,7,719,0.03223368898034096,0.13482694327831268,14.916899888678657
SEG_5987365500_00000,0,0,0.023150736466050148,0.101220041513443,16.354351887473566
SEG_5987365500_00000,1,25,0.020305423066020012,0.09654819965362549,16.92387957500027
SEG_5987365500_00000,2,51,0.020325712859630585,0.09623614698648453,16.91954213971291
SEG_5987365500_00000,3,77,0.022361457347869873,0.10126206278800964,16.504998958878826
SEG_5987365500_00000,4,102,0.01932104118168354,0.09235122799873352,17.139694738172146
SEG_5987365500_00000,5,128,0.02075054682791233,0.09757672995328903,16.829704540740234
SEG_5987365500_00000,6,154,0.018821561709046364,0.09218893200159073,17.2534434406062
SEG_5987365500_00000,7,180,0.01953820325434208,0.0930321142077446,17.091153767791052
SEG_5987365500_00001,0,180,0.01953820325434208,0.0930321142077446,17.091153767791052
SEG_5987365500_00001,1,205,0.020990625023841858,0.09546419233083725,16.77974629527927
SEG_5987365500_00001,2,231,0.021624883636832237,0.09602712839841843,16.650462207888186
SEG_5987365500_00001,3,257,0.021463124081492424,0.09519881755113602,16.683070637025263
SEG_5987365500_00001,4,282,0.022401748225092888,0.09739211201667786,16.497180881442034
SEG_5987365500_00001,5,308,0.022403523325920105,0.0984017625451088,16.496836762784653
SEG_5987365500_00001,6,334,0.02122923545539379,0.0958966314792633,16.730656461299283
SEG_5987365500_00001,7,360,0.019980987533926964,0.0931127667427063,16.99383051148246
SEG_11503803033_00000,0,0,0.028597628697752953,0.1259206235408783,15.436699768771359
SEG_11503803033_00000,1,25,0.025760265067219734,0.12006125599145889,15.890496724986154
SEG_11503803033_00000,2,51,0.023348242044448853,0.10996947437524796,16.317458131336934
SEG_11503803033_00000,3,77,0.021724266931414604,0.10342049598693848,16.63054869563437
SEG_11503803033_00000,4,102,0.021714478731155396,0.10270138829946518,16.632505916713132
SEG_11503803033_00000,5,128,0.019534386694431305,0.09783682972192764,17.092002194228378
SEG_11503803033_00000,6,154,0.020836563780903816,0.09667456150054932,16.811739002495607
SEG_11503803033_00000,7,180,0.021105101332068443,0.10174728184938431,16.756125583234788
